FBgn_ID	Gene_Symbol	FBtr_ID	FBpp_ID
FBgn0259955	CG42465	FBtr0300301	FBpp0289529
FBgn0259956	Sfp24C1	FBtr0300302	FBpp0289530
FBgn0259957	CG42467	FBtr0300303	FBpp0289531
FBgn0262621	CG43145	FBtr0305483	FBpp0293936
FBgn0031564	CG2816	FBtr0300299	FBpp0289527
FBgn0051778	CG31778	FBtr0077543	FBpp0077232
FBgn0051777	CG31777	FBtr0077542	FBpp0077231
FBgn0015376	cutlet	FBtr0077541	FBpp0077230
FBgn0051955	CG31955	FBtr0345543	FBpp0311642
FBgn0031566	CG2818	FBtr0077537	FBpp0077226
FBgn0040104	lectin-24A	FBtr0077539	FBpp0077228
FBgn0003386	Shaw	FBtr0332184	FBpp0304493
FBgn0031568	CG10019	FBtr0479854	FBpp0428190
FBgn0263846	CG43707	FBtr0321307	FBpp0302850
FBgn0263842	CG43703	FBtr0321298	FBpp0302844
FBgn0004893	bowl	FBtr0077490	FBpp0077179
FBgn0051960	CG31960	FBtr0077494	FBpp0077183
FBgn0031571	bark	FBtr0077496	FBpp0077185
FBgn0021800	Reph	FBtr0077497	FBpp0077186
FBgn0031573	CG3407	FBtr0077515	FBpp0077204
FBgn0003430	slp1	FBtr0077499	FBpp0077188
FBgn0004567	slp2	FBtr0077500	FBpp0077189
FBgn0031574	TTLL4B	FBtr0077501	FBpp0077190
FBgn0031575	Cep97	FBtr0077504	FBpp0077193
FBgn0051957	CG31957	FBtr0334833	FBpp0306862
FBgn0000256	capu	FBtr0290077	FBpp0288516
FBgn0051774	fred	FBtr0308125	FBpp0300447
FBgn0051773	Fpgs2	FBtr0077509	FBpp0077198
FBgn0264341	CG43797	FBtr0332007	FBpp0304329
FBgn0085205	CG34176	FBtr0112367	FBpp0111282
FBgn0031579	CG15422	FBtr0077505	FBpp0077194
FBgn0031580	CG15423	FBtr0077506	FBpp0077195
FBgn0264295	CG43773	FBtr0331498	FBpp0303888
FBgn0264296	CG43774	FBtr0331499	FBpp0303889
FBgn0000547	ed	FBtr0334265	FBpp0306381
FBgn0020376	Sr-CIII	FBtr0077466	FBpp0077155
FBgn0014033	Sr-CI	FBtr0346582	FBpp0312173
FBgn0031585	CG2955	FBtr0077468	FBpp0077157
FBgn0026394	Or24a	FBtr0289965	FBpp0288403
FBgn0051961	Tbcc	FBtr0077484	FBpp0077173
FBgn0040102	lectin-24Db	FBtr0077469	FBpp0077158
FBgn0031589	Naprt	FBtr0334791	FBpp0306839
FBgn0001075	ft	FBtr0077478	FBpp0077167
FBgn0031590	CG3702	FBtr0077477	FBpp0077166
FBgn0003941	RpL40	FBtr0334787	FBpp0306837
FBgn0265269	CG15425	FBtr0077471	FBpp0077160
FBgn0031592	Art2	FBtr0345748	FBpp0311769
FBgn0010473	tutl	FBtr0333485	FBpp0305669
FBgn0028482	bdl	FBtr0077425	FBpp0077115
FBgn0020762	Atet	FBtr0112899	FBpp0111812
FBgn0031596	CG15429	FBtr0077428	FBpp0077118
FBgn0026319	Traf4	FBtr0334401	FBpp0306504
FBgn0031597	CG17612	FBtr0077463	FBpp0077152
FBgn0031598	Vps53	FBtr0077462	FBpp0077151
FBgn0261976	Psf2	FBtr0331450	FBpp0303867
FBgn0027560	Tps1	FBtr0077431	FBpp0077121
FBgn0031600	CG3652	FBtr0077460	FBpp0077149
FBgn0022153	l(2)k05819	FBtr0331447	FBpp0303864
FBgn0053003	CG33003	FBtr0077434	FBpp0077124
FBgn0031601	Dim1	FBtr0077435	FBpp0077125
FBgn0031602	CG15431	FBtr0077459	FBpp0077148
FBgn0262357	CG43055	FBtr0304637	FBpp0293179
FBgn0085206	CG34177	FBtr0112368	FBpp0111283
FBgn0085207	CG34178	FBtr0112369	FBpp0111284
FBgn0262358	CG43056	FBtr0304638	FBpp0293180
FBgn0259958	Sfp24F	FBtr0300304	FBpp0289532
FBgn0031603	CG15432	FBtr0331435	FBpp0303852
FBgn0027609	morgue	FBtr0077457	FBpp0077147
FBgn0031604	Elp3	FBtr0077439	FBpp0077129
FBgn0025684	MFS18	FBtr0077456	FBpp0077146
FBgn0031606	CG15439	FBtr0077455	FBpp0077145
FBgn0031607	Secp43	FBtr0077454	FBpp0077144
FBgn0040705	ND-B8	FBtr0077440	FBpp0077130
FBgn0019982	Gs1l	FBtr0110812	FBpp0110109
FBgn0285948	RpL27A	FBtr0335136	FBpp0307135
FBgn0053002	mRpL27	FBtr0335135	FBpp0307134
FBgn0031608	CG15435	FBtr0345632	FBpp0311696
FBgn0031609	CG15443	FBtr0335134	FBpp0307133
FBgn0031610	Paris	FBtr0077442	FBpp0077132
FBgn0031611	FIG4	FBtr0077443	FBpp0077133
FBgn0011603	ine	FBtr0077446	FBpp0077136
FBgn0053196	dpy	FBtr0305142	FBpp0293672
FBgn0031613	HP6	FBtr0077444	FBpp0077134
FBgn0083938	BG642163	FBtr0346457	FBpp0312107
FBgn0031617	CG15635	FBtr0300354	FBpp0289583
FBgn0264342	CG43798	FBtr0332006	FBpp0304328
FBgn0031619	CG3355	FBtr0100560	FBpp0100012
FBgn0031620	CG11929	FBtr0077377	FBpp0077069
FBgn0000227	Elba1	FBtr0077423	FBpp0077114
FBgn0031621	Elba3	FBtr0077378	FBpp0077070
FBgn0031622	CG3251	FBtr0077422	FBpp0077113
FBgn0085380	dcma	FBtr0112561	FBpp0111473
FBgn0031623	Taf12L	FBtr0077420	FBpp0077111
FBgn0031626	CG15631	FBtr0077419	FBpp0077110
FBgn0031627	fipi	FBtr0077418	FBpp0077109
FBgn0260428	CG42523	FBtr0332499	FBpp0304775
FBgn0031628	CG3294	FBtr0077382	FBpp0077074
FBgn0287234	slf	FBtr0077417	FBpp0077108
FBgn0031630	CG15629	FBtr0077383	FBpp0077075
FBgn0031631	CG3225	FBtr0077416	FBpp0077107
FBgn0031632	CG15628	FBtr0336962	FBpp0307905
FBgn0031633	Fnta	FBtr0336961	FBpp0307904
FBgn0031634	Ir25a	FBtr0289979	FBpp0288417
FBgn0031635	tank	FBtr0077412	FBpp0077103
FBgn0031636	CG12194	FBtr0077385	FBpp0077077
FBgn0031637	mxt	FBtr0077410	FBpp0077101
FBgn0031638	CG11927	FBtr0077386	FBpp0077078
FBgn0031639	mRpS2	FBtr0077408	FBpp0077099
FBgn0031640	Mon1	FBtr0077387	FBpp0077079
FBgn0051660	smog	FBtr0336831	FBpp0307795
FBgn0000286	Cf2	FBtr0304887	FBpp0293426
FBgn0031643	CG3008	FBtr0077389	FBpp0077081
FBgn0031644	CG15625	FBtr0077390	FBpp0077082
FBgn0031645	CG3036	FBtr0077391	FBpp0077083
FBgn0031646	snsl	FBtr0077402	FBpp0077093
FBgn0041150	hoe1	FBtr0345631	FBpp0311695
FBgn0031649	hoe2	FBtr0077394	FBpp0077085
FBgn0003372	Sgs1	FBtr0077393	FBpp0077084
FBgn0031650	synr	FBtr0078990	FBpp0078629
FBgn0031651	mRpL24	FBtr0079058	FBpp0078694
FBgn0015000	betaggt-I	FBtr0078991	FBpp0078630
FBgn0031652	jet	FBtr0079057	FBpp0078693
FBgn0031653	Jon25Biii	FBtr0079056	FBpp0078692
FBgn0031654	Jon25Bii	FBtr0345335	FBpp0311491
FBgn0020906	Jon25Bi	FBtr0100432	FBpp0099851
FBgn0031655	Marcal1	FBtr0078992	FBpp0078631
FBgn0083960	CG34124	FBtr0110838	FBpp0110135
FBgn0083961	CG34125	FBtr0110839	FBpp0110136
FBgn0015834	eIF3i	FBtr0079053	FBpp0078689
FBgn0262467	Scox	FBtr0079052	FBpp0078688
FBgn0031657	Polr1C	FBtr0078994	FBpp0078633
FBgn0010607	l(2)05714	FBtr0331229	FBpp0303671
FBgn0031659	CG14043	FBtr0078995	FBpp0078634
FBgn0031660	mRpL28	FBtr0331227	FBpp0303669
FBgn0031661	Gmd	FBtr0079049	FBpp0078685
FBgn0031662	CG3792	FBtr0078997	FBpp0078636
FBgn0031663	CG8891	FBtr0079048	FBpp0078684
FBgn0031664	CG8892	FBtr0079045	FBpp0078681
FBgn0083962	CG34126	FBtr0329974	FBpp0303009
FBgn0053113	Rtnl1	FBtr0079038	FBpp0078674
FBgn0031668	CG31917	FBtr0079037	FBpp0078673
FBgn0265968	Tfb5	FBtr0301130	FBpp0290353
FBgn0031670	SelT	FBtr0332412	FBpp0304685
FBgn0016075	vkg	FBtr0333540	FBpp0305720
FBgn0000299	Col4a1	FBtr0079002	FBpp0078641
FBgn0260470	SP555	FBtr0079005	FBpp0078644
FBgn0260451	CG14042	FBtr0110984	FBpp0110283
FBgn0031673	CG31650	FBtr0301907	FBpp0291121
FBgn0053995	CG33995	FBtr0100048	FBpp0099405
FBgn0264742	CG44000	FBtr0334119	FBpp0306236
FBgn0264743	CG44001	FBtr0334124	FBpp0306241
FBgn0031675	CG9121	FBtr0345751	FBpp0311772
FBgn0022023	eIF3h	FBtr0079030	FBpp0078667
FBgn0031676	senju	FBtr0079009	FBpp0078648
FBgn0031677	CG14036	FBtr0079029	FBpp0078666
FBgn0014857	His3.3A	FBtr0333536	FBpp0305716
FBgn0031678	Nepl3	FBtr0079028	FBpp0078665
FBgn0028694	Rpn11	FBtr0079027	FBpp0078664
FBgn0028572	qtc	FBtr0079012	FBpp0078651
FBgn0261608	RpL37A	FBtr0302570	FBpp0291726
FBgn0031681	Pgant5	FBtr0079026	FBpp0078663
FBgn0031682	CG5828	FBtr0329981	FBpp0303016
FBgn0031683	CG4230	FBtr0329982	FBpp0303017
FBgn0031684	ND-13A	FBtr0345333	FBpp0311489
FBgn0261836	Msp300	FBtr0303388	FBpp0292450
FBgn0031688	Cyp28d2	FBtr0079061	FBpp0078697
FBgn0031689	Cyp28d1	FBtr0079062	FBpp0078698
FBgn0031690	CG7742	FBtr0346461	FBpp0312111
FBgn0250847	CG14034	FBtr0346459	FBpp0312109
FBgn0031692	TpnC25D	FBtr0342931	FBpp0309713
FBgn0003716	tkv	FBtr0079086	FBpp0078720
FBgn0031693	Cyp4ac1	FBtr0079066	FBpp0078701
FBgn0031694	Cyp4ac2	FBtr0300456	FBpp0289683
FBgn0031695	Cyp4ac3	FBtr0079068	FBpp0078703
FBgn0000228	Nin	FBtr0079084	FBpp0078718
FBgn0031696	Bub1	FBtr0342934	FBpp0309714
FBgn0016076	vri	FBtr0342936	FBpp0309715
FBgn0031697	CG14024	FBtr0329970	FBpp0303005
FBgn0031698	Ncoa6	FBtr0307041	FBpp0297884
FBgn0015031	cype	FBtr0307035	FBpp0297878
FBgn0031700	CG14022	FBtr0079080	FBpp0078714
FBgn0031701	TotM	FBtr0079073	FBpp0078708
FBgn0031702	fusl	FBtr0079078	FBpp0078712
FBgn0031703	Acsf2	FBtr0079077	FBpp0078711
FBgn0016920	nompC	FBtr0300012	FBpp0289289
FBgn0016660	H15	FBtr0343225	FBpp0309914
FBgn0261963	mid	FBtr0079093	FBpp0078726
FBgn0031707	CG14020	FBtr0079094	FBpp0078727
FBgn0031708	CG7382	FBtr0079130	FBpp0078761
FBgn0000318	cl	FBtr0329967	FBpp0303002
FBgn0031710	Vps52	FBtr0079129	FBpp0078760
FBgn0031711	Elp4	FBtr0079096	FBpp0078729
FBgn0051989	Cap-D3	FBtr0079097	FBpp0078730
FBgn0051648	Cox11	FBtr0079098	FBpp0078731
FBgn0051915	CG31915	FBtr0079099	FBpp0078732
FBgn0031713	Coq6	FBtr0079128	FBpp0078759
FBgn0031715	tomb	FBtr0079127	FBpp0078758
FBgn0031716	CG14015	FBtr0079126	FBpp0078757
FBgn0014189	Hel25E	FBtr0079123	FBpp0078754
FBgn0002525	Lam	FBtr0346460	FBpp0312110
FBgn0031717	Gnpda	FBtr0307060	FBpp0297903
FBgn0031718	CG14014	FBtr0114511	FBpp0113003
FBgn0031719	CG18269	FBtr0079103	FBpp0078736
FBgn0031720	CG14013	FBtr0079121	FBpp0078752
FBgn0031721	CG14017	FBtr0079104	FBpp0078737
FBgn0004620	GluRIIA	FBtr0079106	FBpp0078739
FBgn0020429	GluRIIB	FBtr0089577	FBpp0088541
FBgn0031722	CG14011	FBtr0079118	FBpp0078749
FBgn0031723	CG7251	FBtr0345749	FBpp0311770
FBgn0031724	CG18266	FBtr0079109	FBpp0078741
FBgn0031725	DIP-eta	FBtr0302933	FBpp0292059
FBgn0031726	Cyp6a16	FBtr0343243	FBpp0309923
FBgn0051646	DIP-theta	FBtr0079114	FBpp0078746
FBgn0031728	Hsp60C	FBtr0079110	FBpp0078742
FBgn0031729	CG12511	FBtr0343385	FBpp0310040
FBgn0031730	Cdkl	FBtr0343389	FBpp0310043
FBgn0031731	CG14007	FBtr0343392	FBpp0310045
FBgn0054011	CG34011	FBtr0343391	FBpp0310044
FBgn0031732	CG11149	FBtr0079168	FBpp0078799
FBgn0024191	sip1	FBtr0345545	FBpp0311644
FBgn0031736	CG11030	FBtr0332554	FBpp0304812
FBgn0031733	CG14006	FBtr0332555	FBpp0304813
FBgn0031734	CG11147	FBtr0079165	FBpp0078796
FBgn0031735	CG11029	FBtr0079136	FBpp0078767
FBgn0031737	obst-E	FBtr0079164	FBpp0078795
FBgn0031738	CG9171	FBtr0301235	FBpp0290453
FBgn0051913	CG31913	FBtr0079138	FBpp0078769
FBgn0031739	CG14005	FBtr0079160	FBpp0078791
FBgn0031740	CG7239	FBtr0079139	FBpp0078770
FBgn0031741	CG11034	FBtr0342609	FBpp0309549
FBgn0262999	CG43307	FBtr0306842	FBpp0297740
FBgn0051644	COX6CL	FBtr0079159	FBpp0078790
FBgn0085410	TrissinR	FBtr0330222	FBpp0303255
FBgn0031745	rau	FBtr0079158	FBpp0078789
FBgn0265785	CG44574	FBtr0342613	FBpp0309551
FBgn0259959	Sfp26Ac	FBtr0300305	FBpp0289533
FBgn0262814	CG43185	FBtr0344575	FBpp0310924
FBgn0031746	CG9029	FBtr0079143	FBpp0078774
FBgn0002856	Acp26Ab	FBtr0079157	FBpp0078788
FBgn0002855	Acp26Aa	FBtr0079155	FBpp0078786
FBgn0031747	CG9021	FBtr0345750	FBpp0311771
FBgn0043362	bchs	FBtr0079144	FBpp0078775
FBgn0031749	CG14000	FBtr0079153	FBpp0078784
FBgn0031751	CG9016	FBtr0079151	FBpp0078782
FBgn0015381	dsf	FBtr0333245	FBpp0305445
FBgn0261055	Sfp26Ad	FBtr0333233	FBpp0305435
FBgn0001128	Gpdh1	FBtr0333230	FBpp0305432
FBgn0031752	CG9044	FBtr0273412	FBpp0271920
FBgn0031753	CG13999	FBtr0079150	FBpp0078781
FBgn0040949	CG13998	FBtr0079241	FBpp0078871
FBgn0003980	Vm26Ab	FBtr0345439	FBpp0311564
FBgn0086266	Vm26Ac	FBtr0079240	FBpp0078870
FBgn0003979	Vm26Aa	FBtr0333232	FBpp0305434
FBgn0086265	psd	FBtr0079238	FBpp0078868
FBgn0031756	CG13992	FBtr0079237	FBpp0078867
FBgn0031757	Ucp4C	FBtr0079172	FBpp0078803
FBgn0031758	Ucp4B	FBtr0079173	FBpp0078804
FBgn0000308	chic	FBtr0079236	FBpp0089196
FBgn0001942	eIF4A	FBtr0307068	FBpp0297911
FBgn0001941	ifc	FBtr0079179	FBpp0078810
FBgn0031759	Kdm5	FBtr0345336	FBpp0311492
FBgn0031760	Tsp26A	FBtr0113024	FBpp0111937
FBgn0001089	Gal	FBtr0079230	FBpp0078861
FBgn0031762	CG9098	FBtr0079228	FBpp0078859
FBgn0001170	H2.0	FBtr0079227	FBpp0078858
FBgn0031763	CG13996	FBtr0079181	FBpp0078812
FBgn0031764	CG9107	FBtr0079225	FBpp0078856
FBgn0031765	CG9109	FBtr0079224	FBpp0078855
FBgn0025742	mtm	FBtr0345290	FBpp0311457
FBgn0031766	CG9117	FBtr0079222	FBpp0078853
FBgn0051643	CG31643	FBtr0079182	FBpp0078813
FBgn0000052	Pfas	FBtr0079220	FBpp0078851
FBgn0029161	slmo	FBtr0112945	FBpp0111858
FBgn0085208	CG34179	FBtr0299809	FBpp0289087
FBgn0031768	IPIP	FBtr0079183	FBpp0078814
FBgn0031769	CG9135	FBtr0343121	FBpp0309821
FBgn0031770	CG13995	FBtr0079187	FBpp0078818
FBgn0085209	CG34180	FBtr0300048	FBpp0289325
FBgn0031771	ND-51	FBtr0079216	FBpp0078847
FBgn0031772	CG13994	FBtr0079188	FBpp0078819
FBgn0031773	Fbw5	FBtr0079215	FBpp0078846
FBgn0031774	CG9147	FBtr0343123	FBpp0309823
FBgn0031775	CG9150	FBtr0302213	FBpp0291423
FBgn0031776	Pfdn1	FBtr0079191	FBpp0078822
FBgn0031777	CG9154	FBtr0343128	FBpp0309827
FBgn0266449	Kr-h2	FBtr0079192	FBpp0078823
FBgn0266450	Kr-h1	FBtr0344437	FBpp0310809
FBgn0266445	CG45075	FBtr0344439	FBpp0310811
FBgn0031779	CG9175	FBtr0079211	FBpp0078842
FBgn0266521	stai	FBtr0079196	FBpp0078827
FBgn0051642	CG31642	FBtr0079199	FBpp0078830
FBgn0284255	Arpc4	FBtr0079200	FBpp0078831
FBgn0031782	WDR79	FBtr0346267	FBpp0312024
FBgn0261683	B9d2	FBtr0303078	FBpp0292197
FBgn0261697	tctn	FBtr0303079	FBpp0292198
FBgn0031784	Tssk2	FBtr0079201	FBpp0078832
FBgn0031785	CG13991	FBtr0079202	FBpp0078833
FBgn0040950	Muc26B	FBtr0079203	FBpp0078834
FBgn0051639	CG31639	FBtr0079208	FBpp0078839
FBgn0031786	CG13989	FBtr0079204	FBpp0078835
FBgn0085409	smal	FBtr0329979	FBpp0303014
FBgn0026755	Ugt37B1	FBtr0079242	FBpp0078872
FBgn0053531	Ddr	FBtr0344770	FBpp0311099
FBgn0031791	AANATL2	FBtr0340167	FBpp0309152
FBgn0031792	CG13983	FBtr0079285	FBpp0078915
FBgn0264543	CG43922	FBtr0333243	FBpp0305444
FBgn0260452	CG13984	FBtr0079247	FBpp0078877
FBgn0265778	PDZ-GEF	FBtr0333242	FBpp0305443
FBgn0031799	Pez	FBtr0331226	FBpp0303668
FBgn0015623	Cpr	FBtr0079250	FBpp0078880
FBgn0031800	CG9497	FBtr0331225	FBpp0303667
FBgn0031801	CG9498	FBtr0079282	FBpp0078912
FBgn0031802	ppk7	FBtr0079281	FBpp0078911
FBgn0031803	ppk14	FBtr0346719	FBpp0312330
FBgn0031804	CG9500	FBtr0473626	FBpp0423089
FBgn0031805	Nepl4	FBtr0079253	FBpp0078883
FBgn0043854	slam	FBtr0290281	FBpp0288720
FBgn0259714	DIP-epsilon	FBtr0299967	FBpp0289244
FBgn0031808	Nepl5	FBtr0079255	FBpp0078885
FBgn0259716	Nepl6	FBtr0299969	FBpp0289246
FBgn0259715	CG42369	FBtr0299968	FBpp0289245
FBgn0031811	CG13982	FBtr0079256	FBpp0078886
FBgn0011722	Tig	FBtr0343152	FBpp0309850
FBgn0263278	Fic	FBtr0079257	FBpp0078887
FBgn0031813	Acox3	FBtr0345720	FBpp0311763
FBgn0031814	retm	FBtr0339788	FBpp0308835
FBgn0031815	frj	FBtr0079259	FBpp0078889
FBgn0031816	Rchy1	FBtr0079271	FBpp0078901
FBgn0031817	HemK1	FBtr0079270	FBpp0078900
FBgn0259749	mmy	FBtr0339787	FBpp0308834
FBgn0031818	CG9536	FBtr0079267	FBpp0078897
FBgn0086357	Sec61alpha	FBtr0345753	FBpp0311774
FBgn0031820	Daxx	FBtr0079260	FBpp0078890
FBgn0287695	KFase	FBtr0339785	FBpp0308832
FBgn0027496	epsilonCOP	FBtr0079261	FBpp0078891
FBgn0031822	Phf5a	FBtr0079264	FBpp0078894
FBgn0051638	CG31638	FBtr0079262	FBpp0078892
FBgn0031824	CG9547	FBtr0079263	FBpp0078893
FBgn0031826	CG9550	FBtr0079286	FBpp0078916
FBgn0051637	CG31637	FBtr0079287	FBpp0078917
FBgn0000320	eya	FBtr0079334	FBpp0078963
FBgn0031829	IFT52	FBtr0479839	FBpp0428173
FBgn0031830	COX5B	FBtr0079288	FBpp0078918
FBgn0031832	Trmt6	FBtr0343162	FBpp0309857
FBgn0031831	COX5BL	FBtr0079289	FBpp0078919
FBgn0263916	Ent2	FBtr0343158	FBpp0309853
FBgn0031834	CG13766	FBtr0343161	FBpp0309856
FBgn0031835	Dpp10	FBtr0089641	FBpp0088584
FBgn0031836	CG11050	FBtr0079291	FBpp0078921
FBgn0031837	DIP-iota	FBtr0113026	FBpp0111939
FBgn0085374	CG34345	FBtr0112553	FBpp0111465
FBgn0051634	Oatp26F	FBtr0079327	FBpp0078956
FBgn0051635	CG31635	FBtr0331191	FBpp0303618
FBgn0286898	Tango1	FBtr0079295	FBpp0078925
FBgn0051633	CG31633	FBtr0079325	FBpp0078954
FBgn0051636	CG31636	FBtr0343865	FBpp0310404
FBgn0028467	Ube4A	FBtr0079297	FBpp0078927
FBgn0031844	CG13771	FBtr0079323	FBpp0078952
FBgn0000392	cup	FBtr0346452	FBpp0312102
FBgn0085339	CG34310	FBtr0346453	FBpp0312103
FBgn0263200	Galt	FBtr0333352	FBpp0305544
FBgn0028990	Spn27A	FBtr0333351	FBpp0305543
FBgn0000351	cort	FBtr0079320	FBpp0078949
FBgn0031848	Nse1	FBtr0333349	FBpp0305541
FBgn0028703	Nhe3	FBtr0300327	FBpp0289556
FBgn0031849	CG11327	FBtr0079315	FBpp0078944
FBgn0031850	Tsp	FBtr0079312	FBpp0078941
FBgn0025595	AkhR	FBtr0079308	FBpp0078938
FBgn0031851	Aatf	FBtr0079299	FBpp0078929
FBgn0025777	homer	FBtr0329892	FBpp0302926
FBgn0046704	Liprin-alpha	FBtr0329941	FBpp0302973
FBgn0031853	TTLL3B	FBtr0300056	FBpp0289333
FBgn0031854	TTLL3A	FBtr0079305	FBpp0078935
FBgn0031855	meng	FBtr0339237	FBpp0308344
FBgn0051910	CG31910	FBtr0079304	FBpp0078934
FBgn0265257	CG44271	FBtr0339238	FBpp0308345
FBgn0031856	CG11322	FBtr0290242	FBpp0288681
FBgn0031857	LUBEL	FBtr0331218	FBpp0303660
FBgn0031858	CG17378	FBtr0079336	FBpp0078965
FBgn0015776	nrv1	FBtr0079384	FBpp0079012
FBgn0015777	nrv2	FBtr0079381	FBpp0079009
FBgn0263585	CG43610	FBtr0479870	FBpp0428204
FBgn0042189	CG17376	FBtr0079380	FBpp0079008
FBgn0031859	CG17377	FBtr0345445	FBpp0311569
FBgn0031860	Daao2	FBtr0079339	FBpp0078967
FBgn0031861	CG17375	FBtr0334841	FBpp0306866
FBgn0051632	sens-2	FBtr0345446	FBpp0311570
FBgn0017551	Rca1	FBtr0079342	FBpp0078970
FBgn0086451	Heatr1	FBtr0079343	FBpp0078971
FBgn0031865	Nha1	FBtr0079373	FBpp0079001
FBgn0031866	Nlg2	FBtr0307033	FBpp0297876
FBgn0042092	Polr1F	FBtr0079372	FBpp0079000
FBgn0031868	Rat1	FBtr0079345	FBpp0078973
FBgn0011737	Wee1	FBtr0332329	FBpp0304607
FBgn0028554	x16	FBtr0332328	FBpp0304606
FBgn0052829	CG32829	FBtr0079370	FBpp0078998
FBgn0026196	nop5	FBtr0079369	FBpp0078997
FBgn0004838	Hrb27C	FBtr0307032	FBpp0297875
FBgn0262877	CG43232	FBtr0347283	FBpp0312527
FBgn0031869	CG18304	FBtr0079367	FBpp0078995
FBgn0031871	Fgop2	FBtr0332325	FBpp0304603
FBgn0031872	ihog	FBtr0079365	FBpp0078993
FBgn0031873	Gas41	FBtr0079364	FBpp0078992
FBgn0020616	SA1	FBtr0079349	FBpp0078977
FBgn0031874	CG13775	FBtr0343775	FBpp0310332
FBgn0031875	CG3430	FBtr0079350	FBpp0078978
FBgn0031876	Atac1	FBtr0079362	FBpp0078990
FBgn0031877	Hmgcl	FBtr0343774	FBpp0310331
FBgn0031878	sip2	FBtr0079357	FBpp0078985
FBgn0021944	Coprox	FBtr0346584	FBpp0312175
FBgn0264922	Sumo	FBtr0079356	FBpp0078984
FBgn0016978	snRNP-U1-70K	FBtr0331375	FBpp0303793
FBgn0031879	uif	FBtr0307072	FBpp0297915
FBgn0263026	CG43321	FBtr0306925	FBpp0297778
FBgn0263027	CG43322	FBtr0306926	FBpp0297779
FBgn0000053	Gart	FBtr0339663	FBpp0308722
FBgn0003046	Pcp	FBtr0079388	FBpp0079016
FBgn0051908	CG31908	FBtr0345638	FBpp0311702
FBgn0031881	MME1	FBtr0079389	FBpp0079017
FBgn0031882	Rab30	FBtr0079426	FBpp0079054
FBgn0031883	Caper	FBtr0089636	FBpp0088579
FBgn0262872	milt	FBtr0306229	FBpp0297339
FBgn0031885	Mnn1	FBtr0110978	FBpp0110277
FBgn0051907	Mst27D	FBtr0344736	FBpp0311068
FBgn0266666	Sem1	FBtr0079403	FBpp0079031
FBgn0031886	Nuf2	FBtr0079424	FBpp0079052
FBgn0031887	Ugt307A1	FBtr0289952	FBpp0288390
FBgn0031888	Pvf2	FBtr0079423	FBpp0079051
FBgn0085407	Pvf3	FBtr0342658	FBpp0309572
FBgn0031893	MICU1	FBtr0113028	FBpp0111941
FBgn0031894	CG4496	FBtr0342655	FBpp0309571
FBgn0031895	CG4497	FBtr0302948	FBpp0292074
FBgn0031896	CG4502	FBtr0079416	FBpp0079044
FBgn0031897	CG13784	FBtr0330197	FBpp0303230
FBgn0263133	mEFG1	FBtr0079413	FBpp0079041
FBgn0259111	Ndae1	FBtr0331658	FBpp0304048
FBgn0264343	CG43799	FBtr0332003	FBpp0304325
FBgn0264344	CG43800	FBtr0332004	FBpp0304326
FBgn0031900	CG13786	FBtr0333353	FBpp0305545
FBgn0010453	Wnt4	FBtr0089291	FBpp0088345
FBgn0051909	CG31909	FBtr0300459	FBpp0289686
FBgn0284084	wg	FBtr0079432	FBpp0079060
FBgn0031902	Wnt6	FBtr0303251	FBpp0292343
FBgn0031903	Wnt10	FBtr0481634	FBpp0428416
FBgn0002938	ninaC	FBtr0079436	FBpp0079064
FBgn0031904	CG5149	FBtr0079469	FBpp0079093
FBgn0031905	gudu	FBtr0079438	FBpp0079066
FBgn0031906	CG5160	FBtr0079468	FBpp0079092
FBgn0031907	Tpp	FBtr0302587	FBpp0291743
FBgn0031908	Tppl	FBtr0332522	FBpp0304792
FBgn0031909	CG5181	FBtr0079467	FBpp0079091
FBgn0031910	CG15818	FBtr0079442	FBpp0079070
FBgn0028387	chm	FBtr0332523	FBpp0304793
FBgn0283658	Dlat	FBtr0079444	FBpp0079072
FBgn0031913	CG5958	FBtr0079466	FBpp0079090
FBgn0031914	CG5973	FBtr0332530	FBpp0304798
FBgn0025697	santa-maria	FBtr0079464	FBpp0079088
FBgn0041247	Gr28a	FBtr0079463	FBpp0079087
FBgn0045495	Gr28b	FBtr0079458	FBpp0079086
FBgn0031918	CG6055	FBtr0079449	FBpp0079077
FBgn0260486	Ziz	FBtr0330721	FBpp0303565
FBgn0031920	CG6441	FBtr0079451	FBpp0079079
FBgn0011283	Obp28a	FBtr0079455	FBpp0079083
FBgn0264895	RapGAP1	FBtr0334849	FBpp0306873
FBgn0083141	Spn28B	FBtr0079470	FBpp0079094
FBgn0031925	Cyp4d21	FBtr0079471	FBpp0079095
FBgn0031926	CG6739	FBtr0079472	FBpp0079096
FBgn0264087	Slob	FBtr0330706	FBpp0303549
FBgn0040299	Myo28B1	FBtr0079473	FBpp0079097
FBgn0031929	CG18585	FBtr0335489	FBpp0307462
FBgn0031930	CG7025	FBtr0079515	FBpp0079138
FBgn0262880	CG43235	FBtr0306288	FBpp0297398
FBgn0041182	Tep2	FBtr0335487	FBpp0307460
FBgn0041181	Tep3	FBtr0079477	FBpp0079101
FBgn0267326	Ntl	FBtr0079478	FBpp0079102
FBgn0053296	CG33296	FBtr0343408	FBpp0310054
FBgn0031935	CG13793	FBtr0302518	FBpp0291680
